Department - 4,,
,,
Account Code,Account Title,Status
5418,Health Law Society,A
5419,American Constitutional Society at UCLA School of Law,A
5420,Health Services Student Association,A
5421,Queers for Public Health (QPH),A
5422,Planners of Color for Social Equity,A
5423,Anti-Trafficking & Human Rights Coalition (ATHRC),A
5424,Comparative Politics Assn @ UCLA (COMPASS),A
5425,Empirical Legal Scholars Association (ELSA),A
5426,Design for America at UCLA (DFA),A
5427,Christian Social Work Caucus (MSW Christian Caucus),A
5428,International Solidarity with Iranian civil right's movement,A
5429,American Institute of Architecture Students (AIAS),A
5430,Christian Koinonia 4 Grad. Students (Koi),A
5431,Epidemiology Student Association (ESA),A
5432,Ethos (Political theory Grad. Students),A
5433,Advancing Women in Science & Engineering (AWiSE),A
5434,Mariachi de Uclatlan (MdU),A
5435,Planners Network at UCLA (PNU),A
5436,Student National Dental Association (SNDA),A
5437,"School of Public Affairs API Caucus, UCLA",A
5438,Statistics Student Association (SSA),A
5439,NES Graduate Student Group at UCLA,A
5440,Vietnamese Dental Student Associaiton (VDSA),A
5441,Chemistry & BioChemistry Grad Stud Assn (CBGSA),A
5442,Social Justice/Community Action Caucus (SJCAC),A
5443,American Student Dental Association (ASDA),A
5444,Feminist Caucus (FC),A
5445,"Organisation for Cultural Diversity in Chemistry, The",A
5446,Environmental Health Sciences Student Assn. (EHSSA),A
5447,American Assn. Public Health Dentistry-Student Chapter,A
5448,Calif. Geotech Engineering Assn @ UCLA,A
5449,International Justice Project (IJP),A
5450,Health Care Symposium (HCS),A
5451,The Philosophy Grad. Student Assn (PGSA),A
5452,Academy of General Dentistry (AGD),A
5453,Digital Humanities Working Group @ UCLA,A
5454,Armenian Law Students' Association (ALSA),A
5455,Advanced Degree Consulting Club (ADCC),A
5456,Graduate-Undergraduate Mentorship (GUM) Prg,A
5457,Pan African Nursing Students & Alumni Assn (PANSAA),A
5458,Social Welfare LGBTQA Caucus,A
5459,Innovation in Health (IH),A
5460,Built Environment & Public Health Council (BE&PHC),A
5461,DGSOM @UCLA Chapter of the American Medical Assn.,A
5462,Engineering Grad Students Association (eGSA),A
5463,Bruin Shelter,A
5464,OUTLaw,A
5465,Applied Research Grad Scholarship Org (ARGSO),A
5466,Hispanic Latinx Grad Studies Associat'n (HLGSA),A
5467,The Student Ch. of the Assn. for Recorded Sound Collections,A
5501,SFAC Publications,A
5510,"Animal Law Society, UCLA",D
5511,Animatrix,A
5512,"Mental Note, The",A
5521,Asian Pacific American Law Journal (APALJ),A
5523,"Business Law Review, UCLA",A
5525,Carte Italiane,A
5531,Chicano/a Latino/a Law Review,A
5535,Comitatus,A
5537,Critical Planning Journal,A
5538,"Crossroads of Language, Interaction, and Culture",A
5542,Entertainment Law Review,A
5543,Echo: A Music-Centered Journal,A
5550,Ethnomusicology Graduate Students Organization,A
5552,French/Francophone Studies,A
5553,Graduate Science Journal,A
5554,InterActions Journal of Education and Information Studies,A
5555,Issues in Applied Linguistics,A
5556,Extensions,A
5563,Journal of International Law & Foreign Affairs (JILFA),A
5564,Journal of Islamic and Near Eastern Law (JINEL),A
5565,JUSUR,A
5567,Journal of Sexual Orientation & the Law,A
5571,MESTER,A
5573,Motus Sodalis,A
5579,National Black Law Journal,A
5580,UCLA Law Review,A
5581,New German Review,A
5583,Pacific Basin Law Journal,A
5585,Ethnomusicology Review (formerly Pacific Review of Ethnomu),A
5591,Paroles Gelees,A
5593,Sankofa Journal,A
5594,"Scientific Review, UCLA",A
5595,Romantic Studies Group,A
5596,International Graduate Student Assn (IGSA),A
5597,La Raza de UCLA Journal,A
5598,Latin American Studies Grad. Student Assn. (LASGS),A
5599,Regeneracion Tlacuilolli: UCLA Raza Studies Jrnl,A
5611,Historical Journal,A
5612,Pool (Architecture & Urban Planning),A
5613,Queer Graduate Students of UCLA,A
5631,Women's Law Journal,A
5632,"Indigenous Peoples' Journal of Law, Culture & Resistance",A
5633,Disability Law Journal,A
5635,Ufahamu: Journal of the African Activist Association,A
5636,L'Exception Francaise,A
5637,Mediascape,A
5638,Parrafo,A
5639,"Triple Helix, The",A
5640,Center for Performance Studies Graduate Students,A
5641,French Graduate Student Association (FGSA),A
5642,La Joteria de UCLA,D
5643,Student Directors Association,A
5644,Journal of Environmental Law & Policy,A
5645,Graduate Art Student Organization (GASO),A
5646,Los Angeles Public Interest Law Journal,A
5647,CEEEUS - Graduates,A
5648,Students of Color of Public Health (SCPH),A
5649,Social Welfare Black Caucus,A
5650,Astronomy Live!,A
5651,History Graduate Students Association (HGSA),A
5652,Public Health Nutrition Club (formerly Future Leaders),A
5653,Chinese Dental Student Association,A
5654,School Social Work Caucus,A
5655,Bozalta,A
5656,Collaboration for Liberation in Technology Lab,A
5657,Luskin Pride Caucus,A
5658,Criminal Justice Law Review,A
5659,Journal of Law and Technology (JOLT),A
5660,Jewish Law Student Association (JLSA),A
5661,Sports Law Federation (SLF),A
5662,Dukeminier Awards Jrnl of Sexual Orientation/Gender Identity,A
5663,Bioengineering Graduate Association (BGA),A
5664,DGSOM Medical Student Council (MSC),A
5665,"ADEA Chapter for Students, Residents and Fellows",A
5666,Luskin Black Caucus,A
5667,Graduate Students for Justice in Palestine,A
5668,National Lawyers Guild,A
5669,Filipino Studies @ UCLA,A
5670,First Generation Graduate Student Council,A
5671,Entertainment Law Association,A
5672,Spanish & Portuguese Film Association,A
5673,Graduate Student Water Resources Group (GSWRG),A
5674,European Languages and Transcultural Studies (ELTS),A
5675,Bruin Language Association,A
5676,Anakbayan at UCLA,A
5677,Expressive Movement Initiative,A
5678,Readymade UCLA,A
5679,Speak Out for Surgery,A
5680,Bruin Visual Arts Club,A
5681,Anderson Student Association,A
5682,Lebanese Student Association,A
5683,Effective Altruism at UCLA,A
5684,180 Degrees Consulting,A
